day,views,likes,annotationClickThroughRate,annotationCloseRate,annotationImpressions
2021-03-30,8,0,0,0,0
2021-03-31,12,0,0,0,0
2021-04-01,12,0,0,0,0
2021-04-02,11,0,0,0,0
2021-04-03,14,0,0,0,0
2021-04-04,13,0,0,0,0
2021-04-05,16,1,0,0,0
2021-04-06,13,0,0,0,0
2021-04-07,16,1,0,0,0
2021-04-08,17,1,0,0,0
2021-04-09,10,0,0,0,0
2021-04-10,8,0,0,0,0
2021-04-11,9,0,0,0,0
2021-04-12,10,0,0,0,0
2021-04-13,12,0,0,0,0
2021-04-14,6,0,0,0,0
2021-04-15,8,0,0,0,0
2021-04-16,17,0,0,0,0
2021-04-17,9,0,0,0,0
2021-04-18,10,0,0,0,0
2021-04-19,12,0,0,0,0
2021-04-20,32,0,0,0,0
2021-04-21,11,0,0,0,0
2021-04-22,14,0,0,0,0
2021-04-23,6,0,0,0,0
2021-04-24,3,0,0,0,0
2021-04-25,9,0,0,0,0
2021-04-26,5,0,0,0,0
2021-04-27,9,1,0,0,0
2021-04-28,8,0,0,0,0
2021-04-29,14,0,0,0,0
2021-04-30,5,0,0,0,0
2021-05-01,3,0,0,0,0
2021-05-02,8,0,0,0,0
2021-05-03,12,0,0,0,0
2021-05-04,10,0,0,0,0
2021-05-05,14,0,0,0,0
2021-05-06,17,0,0,0,0
2021-05-07,10,0,0,0,0
2021-05-08,8,0,0,0,0
2021-05-09,3,0,0,0,0
2021-05-10,12,0,0,0,0
2021-05-11,19,1,0,0,0
2021-05-12,13,1,0,0,0
2021-05-13,14,0,0,0,0
2021-05-14,6,0,0,0,0
2021-05-15,7,1,0,0,0
2021-05-16,11,0,0,0,0
2021-05-17,10,0,0,0,0
2021-05-18,11,-1,0,0,0
2021-05-19,12,0,0,0,0
2021-05-20,20,0,0,0,0
2021-05-21,9,0,0,0,0
2021-05-22,12,1,0,0,0
2021-05-23,19,0,0,0,0
2021-05-24,20,1,0,0,0
2021-05-25,17,0,0,0,0
2021-05-26,12,0,0,0,0
2021-05-27,12,0,0,0,0
2021-05-28,7,1,0,0,0
2021-05-29,7,0,0,0,0
2021-05-30,13,0,0,0,0
2021-05-31,18,0,0,0,0
2021-06-01,3,0,0,0,0
2021-06-02,15,0,0,0,0
2021-06-03,10,0,0,0,0
2021-06-04,16,0,0,0,0
2021-06-05,6,-1,0,0,0
2021-06-06,5,0,0,0,0
2021-06-07,16,0,0,0,0
2021-06-08,8,1,0,0,0
2021-06-09,23,1,0,0,0
2021-06-10,12,0,0,0,0
2021-06-11,14,0,0,0,0
2021-06-12,19,0,0,0,0
2021-06-13,15,1,0,0,0
2021-06-14,18,0,0,0,0
2021-06-15,13,0,0,0,0
2021-06-16,15,0,0,0,0
2021-06-17,10,1,0,0,0
2021-06-18,19,1,0,0,0
2021-06-19,11,0,0,0,0
2021-06-20,8,0,0,0,0
2021-06-21,9,0,0,0,0
2021-06-22,14,0,0,0,0
2021-06-23,15,1,0,0,0
2021-06-24,10,0,0,0,0
2021-06-25,24,0,0,0,0
2021-06-26,11,0,0,0,0
2021-06-27,8,0,0,0,0
2021-06-28,12,0,0,0,0
2021-06-29,44,5,0,0,0
2021-06-30,24,1,0,0,0
2021-07-01,14,2,0,0,0
2021-07-02,11,1,0,0,0
2021-07-03,12,0,0,0,0
2021-07-04,19,0,0,0,0
2021-07-05,29,0,0,0,0
2021-07-06,21,1,0,0,0
2021-07-07,21,0,0,0,0
2021-07-08,15,1,0,0,0
2021-07-09,11,0,0,0,0
2021-07-10,10,0,0,0,0
2021-07-11,9,0,0,0,0
2021-07-12,31,0,0,0,0
2021-07-13,28,1,0,0,0
2021-07-14,32,0,0,0,0
2021-07-15,30,0,0,0,0
2021-07-16,22,0,0,0,0
2021-07-17,59,3,0,0,0
2021-07-18,73,1,0,0,0
2021-07-19,80,3,0,0,0
2021-07-20,72,2,0,0,0
2021-07-21,53,2,0,0,0
2021-07-22,78,0,0,0,0
2021-07-23,76,0,0,0,0
2021-07-24,75,1,0,0,0
2021-07-25,125,1,0,0,0
2021-07-26,104,0,0,0,0
2021-07-27,151,0,0,0,0
2021-07-28,132,2,0,0,0
2021-07-29,85,1,0,0,0
2021-07-30,124,0,0,0,0
2021-07-31,117,1,0,0,0
2021-08-01,202,0,0,0,0
2021-08-02,301,0,0,0,0
2021-08-03,308,4,0,0,0
2021-08-04,422,7,0,0,0
2021-08-05,402,1,0,0,0
2021-08-06,318,6,0,0,0
2021-08-07,357,1,0,0,0
2021-08-08,327,1,0,0,0
2021-08-09,235,3,0,0,0
2021-08-10,234,4,0,0,0
2021-08-11,595,3,0,0,0
2021-08-12,437,5,0,0,0
2021-08-13,354,3,0,0,0
2021-08-14,420,5,0,0,0
2021-08-15,514,2,0,0,0
2021-08-16,415,1,0,0,0
2021-08-17,497,22,0,0,0
2021-08-18,355,3,0,0,0
2021-08-19,328,3,0,0,0
2021-08-20,538,18,0,0,0
2021-08-21,491,6,0,0,0
2021-08-22,501,7,0,0,0
2021-08-23,482,17,0,0,0
2021-08-24,385,19,0,0,0
2021-08-25,311,10,0,0,0
2021-08-26,310,7,0,0,0
2021-08-27,362,7,0,0,0
2021-08-28,329,6,0,0,0
2021-08-29,212,3,0,0,0
2021-08-30,251,3,0,0,0
2021-08-31,275,3,0,0,0
2021-09-01,359,32,0,0,0
2021-09-02,294,11,0,0,0
2021-09-03,254,11,0,0,0
2021-09-04,295,2,0,0,0
2021-09-05,107,1,0,0,0
2021-09-06,105,1,0,0,0
2021-09-07,91,4,0,0,0
2021-09-08,143,2,0,0,0
2021-09-09,70,1,0,0,0
2021-09-10,56,0,0,0,0
2021-09-11,62,6,0,0,0
2021-09-12,79,1,0,0,0
2021-09-13,86,0,0,0,0
2021-09-14,76,12,0,0,0
2021-09-15,93,9,0,0,0
2021-09-16,83,1,0,0,0
2021-09-17,52,0,0,0,0
2021-09-18,58,1,0,0,0
2021-09-19,67,0,0,0,0
2021-09-20,77,0,0,0,0
2021-09-21,63,0,0,0,0
2021-09-22,62,5,0,0,0
2021-09-23,178,42,0,0,0
2021-09-24,94,55,0,0,0
2021-09-25,163,45,0,0,0
2021-09-26,94,7,0,0,0
2021-09-27,157,35,0,0,0
2021-09-28,97,1,0,0,0
2021-09-29,90,5,0,0,0
2021-09-30,75,6,0,0,0
2021-10-01,93,5,0,0,0
2021-10-02,48,0,0,0,0
2021-10-03,93,1,0,0,0
2021-10-04,99,1,0,0,0
2021-10-05,68,1,0,0,0
2021-10-06,83,3,0,0,0
2021-10-07,84,0,0,0,0
2021-10-08,62,2,0,0,0
2021-10-09,64,2,0,0,0
2021-10-10,75,2,0,0,0
2021-10-11,76,2,0,0,0
2021-10-12,69,1,0,0,0
2021-10-13,72,0,0,0,0
2021-10-14,56,2,0,0,0
2021-10-15,72,7,0,0,0
2021-10-16,67,4,0,0,0
2021-10-17,94,0,0,0,0
2021-10-18,91,1,0,0,0
2021-10-19,87,4,0,0,0
2021-10-20,77,1,0,0,0
2021-10-21,82,1,0,0,0
2021-10-22,71,1,0,0,0
2021-10-23,59,3,0,0,0
2021-10-24,78,0,0,0,0
2021-10-25,69,0,0,0,0
2021-10-26,67,1,0,0,0
2021-10-27,77,1,0,0,0
2021-10-28,79,2,0,0,0
2021-10-29,86,1,0,0,0
2021-10-30,54,0,0,0,0
2021-10-31,52,1,0,0,0
2021-11-01,82,1,0,0,0
2021-11-02,76,0,0,0,0
2021-11-03,78,2,0,0,0
2021-11-04,75,0,0,0,0
2021-11-05,62,1,0,0,0
2021-11-06,58,0,0,0,0
2021-11-07,58,1,0,0,0
2021-11-08,94,1,0,0,0
2021-11-09,66,2,0,0,0
2021-11-10,49,0,0,0,0
2021-11-11,65,2,0,0,0
2021-11-12,61,1,0,0,0
2021-11-13,62,1,0,0,0
2021-11-14,70,0,0,0,0
2021-11-15,101,0,0,0,0
2021-11-16,74,1,0,0,0
2021-11-17,75,4,0,0,0
2021-11-18,105,2,0,0,0
2021-11-19,83,0,0,0,0
2021-11-20,62,0,0,0,0
2021-11-21,85,2,0,0,0
2021-11-22,108,2,0,0,0
2021-11-23,101,1,0,0,0
2021-11-24,101,3,0,0,0
2021-11-25,92,0,0,0,0
2021-11-26,67,0,0,0,0
2021-11-27,47,1,0,0,0
2021-11-28,67,0,0,0,0
2021-11-29,80,0,0,0,0
2021-11-30,100,2,0,0,0
2021-12-01,81,1,0,0,0
2021-12-02,88,1,0,0,0
2021-12-03,52,1,0,0,0
2021-12-04,57,0,0,0,0
2021-12-05,62,0,0,0,0
2021-12-06,90,0,0,0,0
2021-12-07,95,1,0,0,0
2021-12-08,86,2,0,0,0
2021-12-09,71,0,0,0,0
2021-12-10,67,1,0,0,0
2021-12-11,72,0,0,0,0
2021-12-12,82,0,0,0,0
2021-12-13,68,2,0,0,0
2021-12-14,75,0,0,0,0
2021-12-15,83,1,0,0,0
2021-12-16,63,0,0,0,0
2021-12-17,65,0,0,0,0
2021-12-18,51,3,0,0,0
2021-12-19,53,0,0,0,0
2021-12-20,62,2,0,0,0
2021-12-21,76,0,0,0,0
2021-12-22,70,2,0,0,0
2021-12-23,60,0,0,0,0
2021-12-24,32,1,0,0,0
2021-12-25,49,0,0,0,0
2021-12-26,55,-1,0,0,0
2021-12-27,60,0,0,0,0
2021-12-28,50,0,0,0,0
2021-12-29,62,0,0,0,0
2021-12-30,57,0,0,0,0
2021-12-31,43,0,0,0,0
2022-01-01,45,0,0,0,0
2022-01-02,49,0,0,0,0
2022-01-03,82,1,0,0,0
2022-01-04,73,0,0,0,0
2022-01-05,82,1,0,0,0
2022-01-06,74,2,0,0,0
2022-01-07,67,2,0,0,0
2022-01-08,61,1,0,0,0
2022-01-09,75,1,0,0,0
2022-01-10,75,1,0,0,0
2022-01-11,91,1,0,0,0
2022-01-12,66,0,0,0,0
2022-01-13,69,1,0,0,0
2022-01-14,80,1,0,0,0
2022-01-15,70,0,0,0,0
2022-01-16,68,1,0,0,0
2022-01-17,93,1,0,0,0
2022-01-18,93,0,0,0,0
2022-01-19,84,1,0,0,0
2022-01-20,84,0,0,0,0
2022-01-21,71,1,0,0,0
2022-01-22,70,0,0,0,0
2022-01-23,67,0,0,0,0
2022-01-24,69,0,0,0,0
2022-01-25,66,1,0,0,0
2022-01-26,81,0,0,0,0
2022-01-27,61,0,0,0,0
2022-01-28,63,2,0,0,0
2022-01-29,64,1,0,0,0
2022-01-30,89,2,0,0,0
2022-01-31,88,0,0,0,0
2022-02-01,103,1,0,0,0
2022-02-02,111,1,0,0,0
2022-02-03,96,2,0,0,0
2022-02-04,57,0,0,0,0
2022-02-05,75,0,0,0,0
2022-02-06,83,0,0,0,0
2022-02-07,134,2,0,0,0
2022-02-08,96,1,0,0,0
2022-02-09,117,1,0,0,0
2022-02-10,88,1,0,0,0
2022-02-11,63,1,0,0,0
2022-02-12,76,2,0,0,0
2022-02-13,114,2,0,0,0
2022-02-14,118,0,0,0,0
2022-02-15,106,5,0,0,0
2022-02-16,118,0,0,0,0
2022-02-17,143,3,0,0,0
2022-02-18,98,0,0,0,0
2022-02-19,70,1,0,0,0
2022-02-20,110,0,0,0,0
2022-02-21,118,3,0,0,0
2022-02-22,109,1,0,0,0
2022-02-23,143,2,0,0,0
2022-02-24,111,2,0,0,0
2022-02-25,110,2,0,0,0
2022-02-26,72,1,0,0,0
2022-02-27,91,1,0,0,0
2022-02-28,104,3,0,0,0
2022-03-01,154,2,0,0,0
2022-03-02,148,6,0,0,0
2022-03-03,109,6,0,0,0
2022-03-04,102,0,0,0,0
2022-03-05,106,0,0,0,0
2022-03-06,105,2,0,0,0
2022-03-07,131,4,0,0,0
2022-03-08,165,1,0,0,0
2022-03-09,170,3,0,0,0
2022-03-10,168,2,0,0,0
2022-03-11,119,0,0,0,0
2022-03-12,103,1,0,0,0
2022-03-13,139,1,0,0,0
2022-03-14,160,8,0,0,0
2022-03-15,159,3,0,0,0
2022-03-16,207,8,0,0,0
2022-03-17,110,3,0,0,0
2022-03-18,100,1,0,0,0
2022-03-19,116,2,0,0,0
2022-03-20,129,2,0,0,0
2022-03-21,153,5,0,0,0
2022-03-22,145,2,0,0,0
2022-03-23,157,4,0,0,0
2022-03-24,165,4,0,0,0
2022-03-25,130,3,0,0,0
2022-03-26,141,2,0,0,0
2022-03-27,151,2,0,0,0
2022-03-28,144,1,0,0,0
2022-03-29,182,5,0,0,0
2022-03-30,190,3,0,0,0
2022-03-31,154,2,0,0,0
2022-04-01,128,3,0,0,0
2022-04-02,130,4,0,0,0
2022-04-03,144,4,0,0,0
2022-04-04,180,12,0,0,0
2022-04-05,239,9,0,0,0
2022-04-06,265,14,0,0,0
2022-04-07,281,8,0,0,0
2022-04-08,195,13,0,0,0
2022-04-09,167,11,0,0,0
2022-04-10,234,22,0,0,0
2022-04-11,249,12,0,0,0
2022-04-12,230,16,0,0,0
2022-04-13,217,6,0,0,0
2022-04-14,192,1,0,0,0
2022-04-15,162,12,0,0,0
2022-04-16,115,2,0,0,0
2022-04-17,146,1,0,0,0
2022-04-18,150,1,0,0,0
2022-04-19,158,1,0,0,0
2022-04-20,154,-1,0,0,0
2022-04-21,163,3,0,0,0
2022-04-22,106,1,0,0,0
2022-04-23,117,1,0,0,0
2022-04-24,112,1,0,0,0
2022-04-25,174,1,0,0,0
2022-04-26,194,1,0,0,0
2022-04-27,168,2,0,0,0
2022-04-28,161,2,0,0,0
2022-04-29,168,1,0,0,0
2022-04-30,157,1,0,0,0
2022-05-01,97,2,0,0,0
2022-05-02,102,1,0,0,0
2022-05-03,204,12,0,0,0
2022-05-04,206,4,0,0,0
2022-05-05,240,9,0,0,0
2022-05-06,117,2,0,0,0
2022-05-07,221,17,0,0,0
2022-05-08,235,11,0,0,0
2022-05-09,318,21,0,0,0
2022-05-10,263,18,0,0,0
2022-05-11,287,11,0,0,0
2022-05-12,211,3,0,0,0
2022-05-13,156,3,0,0,0
2022-05-14,125,1,0,0,0
2022-05-15,214,8,0,0,0
2022-05-16,266,17,0,0,0
2022-05-17,205,3,0,0,0
2022-05-18,206,0,0,0,0
2022-05-19,144,3,0,0,0
2022-05-20,170,0,0,0,0
2022-05-21,152,3,0,0,0
2022-05-22,162,2,0,0,0
2022-05-23,234,4,0,0,0
2022-05-24,178,2,0,0,0
2022-05-25,204,8,0,0,0
2022-05-26,199,6,0,0,0
2022-05-27,134,1,0,0,0
2022-05-28,153,1,0,0,0
2022-05-29,179,5,0,0,0
2022-05-30,320,16,0,0,0
2022-05-31,235,4,0,0,0
2022-06-01,237,4,0,0,0
2022-06-02,189,2,0,0,0
2022-06-03,167,2,0,0,0
2022-06-04,138,0,0,0,0
2022-06-05,145,0,0,0,0
2022-06-06,192,1,0,0,0
2022-06-07,199,0,0,0,0
2022-06-08,174,3,0,0,0
2022-06-09,214,5,0,0,0
2022-06-10,148,2,0,0,0
2022-06-11,157,1,0,0,0
2022-06-12,162,1,0,0,0
2022-06-13,194,1,0,0,0
2022-06-14,248,5,0,0,0
2022-06-15,233,2,0,0,0
2022-06-16,200,2,0,0,0
2022-06-17,167,3,0,0,0
2022-06-18,139,2,0,0,0
2022-06-19,177,1,0,0,0
2022-06-20,158,2,0,0,0
2022-06-21,188,2,0,0,0
2022-06-22,227,2,0,0,0
2022-06-23,237,3,0,0,0
2022-06-24,202,1,0,0,0
2022-06-25,211,2,0,0,0
2022-06-26,213,3,0,0,0
2022-06-27,234,3,0,0,0
2022-06-28,194,0,0,0,0
2022-06-29,206,-1,0,0,0
2022-06-30,207,18,0,0,0
2022-07-01,142,2,0,0,0
2022-07-02,191,6,0,0,0
2022-07-03,171,3,0,0,0
2022-07-04,275,5,0,0,0
2022-07-05,167,2,0,0,0
2022-07-06,196,3,0,0,0
2022-07-07,219,1,0,0,0
2022-07-08,128,4,0,0,0
2022-07-09,81,1,0,0,0
2022-07-10,106,2,0,0,0
2022-07-11,119,1,0,0,0
2022-07-12,163,1,0,0,0
2022-07-13,163,2,0,0,0
2022-07-14,176,1,0,0,0
2022-07-15,176,1,0,0,0
2022-07-16,168,2,0,0,0
2022-07-17,233,16,0,0,0
2022-07-18,203,0,0,0,0
2022-07-19,208,0,0,0,0
2022-07-20,228,2,0,0,0
2022-07-21,169,2,0,0,0
2022-07-22,154,3,0,0,0
2022-07-23,148,1,0,0,0
2022-07-24,189,2,0,0,0
2022-07-25,249,3,0,0,0
2022-07-26,217,2,0,0,0
2022-07-27,218,1,0,0,0
2022-07-28,183,0,0,0,0
2022-07-29,151,1,0,0,0
2022-07-30,137,1,0,0,0
2022-07-31,156,1,0,0,0
2022-08-01,175,3,0,0,0
2022-08-02,204,2,0,0,0
2022-08-03,187,0,0,0,0
2022-08-04,163,2,0,0,0
2022-08-05,164,3,0,0,0
2022-08-06,166,3,0,0,0
2022-08-07,179,0,0,0,0
2022-08-08,171,0,0,0,0
2022-08-09,201,2,0,0,0
2022-08-10,183,1,0,0,0
2022-08-11,184,5,0,0,0
2022-08-12,110,1,0,0,0
2022-08-13,130,0,0,0,0
2022-08-14,137,2,0,0,0
2022-08-15,185,1,0,0,0
2022-08-16,175,1,0,0,0
2022-08-17,153,1,0,0,0
2022-08-18,188,3,0,0,0
2022-08-19,179,2,0,0,0
2022-08-20,155,3,0,0,0
2022-08-21,153,1,0,0,0
2022-08-22,157,1,0,0,0
2022-08-23,230,11,0,0,0
2022-08-24,210,3,0,0,0
2022-08-25,196,15,0,0,0
2022-08-26,205,1,0,0,0
2022-08-27,227,15,0,0,0
2022-08-28,239,4,0,0,0
2022-08-29,281,6,0,0,0
2022-08-30,199,0,0,0,0
2022-08-31,291,13,0,0,0
2022-09-01,265,9,0,0,0
2022-09-02,203,7,0,0,0
2022-09-03,193,6,0,0,0
2022-09-04,222,7,0,0,0
2022-09-05,263,6,0,0,0
2022-09-06,263,1,0,0,0
2022-09-07,293,6,0,0,0
2022-09-08,293,3,0,0,0
2022-09-09,238,3,0,0,0
2022-09-10,248,8,0,0,0
2022-09-11,225,4,0,0,0
2022-09-12,296,3,0,0,0
2022-09-13,292,5,0,0,0
2022-09-14,284,3,0,0,0
2022-09-15,224,1,0,0,0
2022-09-16,213,4,0,0,0
2022-09-17,183,8,0,0,0
2022-09-18,277,13,0,0,0
2022-09-19,294,3,0,0,0
2022-09-20,311,3,0,0,0
2022-09-21,325,19,0,0,0
2022-09-22,255,5,0,0,0
2022-09-23,211,1,0,0,0
2022-09-24,168,3,0,0,0
2022-09-25,228,8,0,0,0
2022-09-26,270,4,0,0,0
2022-09-27,254,4,0,0,0
2022-09-28,257,0,0,0,0
2022-09-29,260,4,0,0,0
2022-09-30,226,1,0,0,0
2022-10-01,166,3,0,0,0
2022-10-02,236,6,0,0,0
2022-10-03,261,3,0,0,0
2022-10-04,249,2,0,0,0
2022-10-05,258,6,0,0,0
2022-10-06,385,5,0,0,0
2022-10-07,251,4,0,0,0
2022-10-08,246,5,0,0,0
2022-10-09,189,1,0,0,0
2022-10-10,284,4,0,0,0
2022-10-11,289,1,0,0,0
2022-10-12,305,2,0,0,0
2022-10-13,328,7,0,0,0
2022-10-14,253,4,0,0,0
2022-10-15,226,2,0,0,0
2022-10-16,229,3,0,0,0
2022-10-17,325,13,0,0,0
2022-10-18,313,7,0,0,0
2022-10-19,357,11,0,0,0
2022-10-20,328,4,0,0,0
2022-10-21,204,0,0,0,0
2022-10-22,224,8,0,0,0
2022-10-23,268,6,0,0,0
2022-10-24,286,7,0,0,0
2022-10-25,378,6,0,0,0
2022-10-26,370,4,0,0,0
2022-10-27,339,6,0,0,0
2022-10-28,284,6,0,0,0
2022-10-29,242,8,0,0,0
2022-10-30,291,5,0,0,0
2022-10-31,334,3,0,0,0
2022-11-01,358,1,0,0,0
2022-11-02,341,1,0,0,0
2022-11-03,289,5,0,0,0
2022-11-04,258,3,0,0,0
2022-11-05,221,1,0,0,0
2022-11-06,305,4,0,0,0
2022-11-07,317,8,0,0,0
2022-11-08,309,7,0,0,0
2022-11-09,287,3,0,0,0
2022-11-10,275,4,0,0,0
2022-11-11,281,1,0,0,0
2022-11-12,227,3,0,0,0
2022-11-13,282,4,0,0,0
2022-11-14,333,6,0,0,0
2022-11-15,317,3,0,0,0
2022-11-16,350,2,0,0,0
2022-11-17,288,1,0,0,0
2022-11-18,249,5,0,0,0
2022-11-19,181,1,0,0,0
2022-11-20,288,3,0,0,0
2022-11-21,291,4,0,0,0
2022-11-22,276,1,0,0,0
2022-11-23,286,3,0,0,0
2022-11-24,243,3,0,0,0
2022-11-25,231,2,0,0,0
2022-11-26,265,3,0,0,0
2022-11-27,289,4,0,0,0
2022-11-28,286,5,0,0,0
2022-11-29,297,6,0,0,0
2022-11-30,314,8,0,0,0
2022-12-01,252,4,0,0,0
2022-12-02,220,1,0,0,0
2022-12-03,204,2,0,0,0
2022-12-04,230,2,0,0,0
2022-12-05,276,4,0,0,0
2022-12-06,271,3,0,0,0
2022-12-07,324,3,0,0,0
2022-12-08,294,1,0,0,0
2022-12-09,211,3,0,0,0
2022-12-10,198,6,0,0,0
2022-12-11,263,2,0,0,0
2022-12-12,336,0,0,0,0
2022-12-13,303,3,0,0,0
2022-12-14,312,6,0,0,0
2022-12-15,262,3,0,0,0
2022-12-16,248,0,0,0,0
2022-12-17,184,0,0,0,0
2022-12-18,182,2,0,0,0
2022-12-19,288,2,0,0,0
2022-12-20,262,3,0,0,0
2022-12-21,200,3,0,0,0
2022-12-22,205,1,0,0,0
2022-12-23,192,3,0,0,0
2022-12-24,172,2,0,0,0
2022-12-25,147,0,0,0,0
2022-12-26,171,1,0,0,0
2022-12-27,211,5,0,0,0
2022-12-28,222,1,0,0,0
2022-12-29,185,4,0,0,0
2022-12-30,143,2,0,0,0
2022-12-31,123,0,0,0,0
2023-01-01,213,2,0,0,0
2023-01-02,236,3,0,0,0
2023-01-03,274,5,0,0,0
2023-01-04,259,1,0,0,0
2023-01-05,243,3,0,0,0
2023-01-06,216,4,0,0,0
2023-01-07,190,3,0,0,0
2023-01-08,227,2,0,0,0
2023-01-09,299,3,0,0,0
2023-01-10,292,7,0,0,0
2023-01-11,285,3,0,0,0
2023-01-12,318,2,0,0,0
2023-01-13,223,3,0,0,0
2023-01-14,195,4,0,0,0
2023-01-15,192,4,0,0,0
2023-01-16,304,3,0,0,0
2023-01-17,340,3,0,0,0
2023-01-18,341,6,0,0,0
2023-01-19,290,2,0,0,0
2023-01-20,290,2,0,0,0
2023-01-21,237,5,0,0,0
2023-01-22,289,1,0,0,0
2023-01-23,344,3,0,0,0
2023-01-24,384,1,0,0,0
2023-01-25,463,6,0,0,0
2023-01-26,283,5,0,0,0
2023-01-27,253,2,0,0,0
2023-01-28,251,4,0,0,0
2023-01-29,276,0,0,0,0
2023-01-30,346,4,0,0,0
2023-01-31,369,3,0,0,0
2023-02-01,339,2,0,0,0
2023-02-02,342,6,0,0,0
2023-02-03,306,1,0,0,0
2023-02-04,281,2,0,0,0
2023-02-05,300,2,0,0,0
2023-02-06,380,6,0,0,0
2023-02-07,382,5,0,0,0
2023-02-08,350,4,0,0,0
2023-02-09,346,1,0,0,0
2023-02-10,308,3,0,0,0
2023-02-11,271,2,0,0,0
2023-02-12,280,8,0,0,0
2023-02-13,351,7,0,0,0
2023-02-14,330,5,0,0,0
2023-02-15,346,2,0,0,0
2023-02-16,354,3,0,0,0
2023-02-17,321,2,0,0,0
2023-02-18,290,-1,0,0,0
2023-02-19,337,1,0,0,0
2023-02-20,405,3,0,0,0
2023-02-21,460,6,0,0,0
2023-02-22,408,-1,0,0,0
2023-02-23,363,3,0,0,0
2023-02-24,358,3,0,0,0
2023-02-25,299,7,0,0,0
2023-02-26,425,4,0,0,0
2023-02-27,384,3,0,0,0
2023-02-28,447,3,0,0,0
2023-03-01,456,4,0,0,0
2023-03-02,392,4,0,0,0
2023-03-03,304,2,0,0,0
2023-03-04,296,5,0,0,0
2023-03-05,392,1,0,0,0
2023-03-06,387,3,0,0,0
2023-03-07,348,3,0,0,0
2023-03-08,349,3,0,0,0
2023-03-09,432,4,0,0,0
2023-03-10,328,3,0,0,0
2023-03-11,318,3,0,0,0
2023-03-12,336,1,0,0,0
2023-03-13,409,3,0,0,0
2023-03-14,425,2,0,0,0
2023-03-15,423,3,0,0,0
2023-03-16,369,3,0,0,0
2023-03-17,306,2,0,0,0
2023-03-18,280,4,0,0,0
2023-03-19,346,4,0,0,0
2023-03-20,406,5,0,0,0
2023-03-21,482,3,0,0,0
2023-03-22,459,7,0,0,0
2023-03-23,412,4,0,0,0
2023-03-24,300,2,0,0,0
2023-03-25,325,6,0,0,0
2023-03-26,300,2,0,0,0
2023-03-27,384,5,0,0,0
2023-03-28,409,4,0,0,0
2023-03-29,360,3,0,0,0
2023-03-30,322,3,0,0,0
2023-03-31,285,1,0,0,0
2023-04-01,256,3,0,0,0
2023-04-02,353,2,0,0,0
2023-04-03,417,3,0,0,0
2023-04-04,371,3,0,0,0
2023-04-05,389,3,0,0,0
2023-04-06,332,3,0,0,0
2023-04-07,320,3,0,0,0
2023-04-08,290,4,0,0,0
2023-04-09,318,3,0,0,0
2023-04-10,365,2,0,0,0
2023-04-11,406,5,0,0,0
2023-04-12,407,6,0,0,0
2023-04-13,339,5,0,0,0
2023-04-14,304,5,0,0,0
2023-04-15,264,7,0,0,0
2023-04-16,269,2,0,0,0
2023-04-17,375,5,0,0,0
2023-04-18,376,1,0,0,0
2023-04-19,396,2,0,0,0
2023-04-20,332,1,0,0,0
2023-04-21,203,1,0,0,0
2023-04-22,232,3,0,0,0
2023-04-23,316,2,0,0,0
2023-04-24,316,3,0,0,0
2023-04-25,381,2,0,0,0
2023-04-26,338,1,0,0,0
2023-04-27,392,6,0,0,0
2023-04-28,267,1,0,0,0
2023-04-29,245,3,0,0,0
2023-04-30,331,2,0,0,0
2023-05-01,397,3,0,0,0
2023-05-02,417,3,0,0,0
2023-05-03,371,3,0,0,0
2023-05-04,379,5,0,0,0
2023-05-05,345,1,0,0,0
2023-05-06,287,1,0,0,0
2023-05-07,337,3,0,0,0
2023-05-08,378,1,0,0,0
2023-05-09,415,5,0,0,0
2023-05-10,416,1,0,0,0
2023-05-11,470,3,0,0,0
2023-05-12,286,4,0,0,0
2023-05-13,256,0,0,0,0
2023-05-14,302,2,0,0,0
2023-05-15,398,4,0,0,0
2023-05-16,476,4,0,0,0
2023-05-17,394,2,0,0,0
2023-05-18,408,0,0,0,0
2023-05-19,358,4,0,0,0
2023-05-20,328,2,0,0,0
2023-05-21,365,4,0,0,0
2023-05-22,433,5,0,0,0
2023-05-23,414,10,0,0,0
2023-05-24,394,2,0,0,0
2023-05-25,420,5,0,0,0
2023-05-26,313,2,0,0,0
2023-05-27,292,1,0,0,0
2023-05-28,290,2,0,0,0
2023-05-29,377,6,0,0,0
2023-05-30,366,5,0,0,0
2023-05-31,389,6,0,0,0
2023-06-01,393,4,0,0,0
2023-06-02,330,4,0,0,0
2023-06-03,255,1,0,0,0
2023-06-04,375,5,0,0,0
2023-06-05,459,5,0,0,0
2023-06-06,410,3,0,0,0
2023-06-07,346,0,0,0,0
2023-06-08,361,2,0,0,0
2023-06-09,278,2,0,0,0
2023-06-10,265,1,0,0,0
2023-06-11,356,1,0,0,0
2023-06-12,358,6,0,0,0
2023-06-13,346,3,0,0,0
2023-06-14,360,1,0,0,0
2023-06-15,291,1,0,0,0
2023-06-16,299,3,0,0,0
2023-06-17,321,3,0,0,0
2023-06-18,269,2,0,0,0
2023-06-19,353,2,0,0,0
2023-06-20,311,2,0,0,0
2023-06-21,310,2,0,0,0
2023-06-22,296,5,0,0,0
2023-06-23,232,3,0,0,0
2023-06-24,227,4,0,0,0
2023-06-25,307,-1,0,0,0
2023-06-26,288,3,0,0,0
2023-06-27,299,3,0,0,0
2023-06-28,246,7,0,0,0
